Crop,Irrigation,N,P,K,pH,Notes
Garlic,Sprinkler Irrigation,87.1,65.0,41.7,7.07,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Drip Irrigation,78.7,54.6,30.7,7.09,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Flood Irrigation,81.7,45.7,50.5,6.63,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Furrow Irrigation,87.7,59.7,54.1,6.17,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Center-pivot Irrigation,96.0,67.4,30.1,6.57,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Center-pivot Irrigation,68.5,64.7,32.7,6.08,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Center-pivot Irrigation,98.0,59.5,30.5,6.99,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Drip Irrigation,95.2,45.4,44.0,6.46,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Micro Irrigation,68.3,61.3,39.8,7.04,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Sprinkler Irrigation,86.2,53.7,45.3,6.26,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Center-pivot Irrigation,90.1,49.2,32.1,7.1,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Subsurface Textile Irrigation,81.2,40.5,56.1,7.09,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Lateral Move Irrigation,63.2,58.7,52.5,7.31,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Furrow Irrigation,99.1,59.8,50.1,7.07,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Surface Irrigation,81.9,65.7,40.6,6.69,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Rotary Irrigation,65.4,52.8,33.8,6.45,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Subsurface Textile Irrigation,64.3,57.7,60.0,6.43,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Lateral Move Irrigation,61.3,53.0,32.2,6.29,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Drip Irrigation,90.6,55.0,31.0,7.08,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Micro Irrigation,53.9,59.0,49.4,6.76,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Rotary Irrigation,87.6,66.4,34.6,7.14,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Subsurface Textile Irrigation,60.1,54.7,59.7,7.05,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Center-pivot Irrigation,67.5,56.6,58.2,7.33,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Surface Irrigation,55.7,47.8,48.1,7.35,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Furrow Irrigation,85.6,50.6,57.0,7.43,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Furrow Irrigation,86.2,59.1,39.1,7.27,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Drip Irrigation,60.7,68.3,59.3,6.1,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Rotary Irrigation,56.1,69.6,47.1,6.31,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Center-pivot Irrigation,82.4,48.2,37.2,6.47,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Lateral Move Irrigation,68.8,66.9,35.5,6.21,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Furrow Irrigation,65.1,54.0,49.4,6.54,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Drip Irrigation,50.8,41.0,49.2,6.3,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Subsurface Textile Irrigation,81.0,54.4,36.4,6.88,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Subsurface Textile Irrigation,98.9,53.3,42.3,7.08,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Drip Irrigation,67.6,41.0,40.5,7.1,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Center-pivot Irrigation,91.6,42.9,42.1,7.32,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Sprinkler Irrigation,79.0,67.7,51.3,7.16,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Rotary Irrigation,99.0,58.4,32.1,7.4,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Center-pivot Irrigation,98.8,52.9,46.7,6.06,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Drip Irrigation,89.3,67.4,44.1,6.84,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Lateral Move Irrigation,70.5,45.8,43.8,6.74,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Subsurface Textile Irrigation,96.4,60.8,42.5,7.07,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Subsurface Textile Irrigation,87.3,44.2,55.6,6.89,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Surface Irrigation,98.6,69.7,51.3,6.36,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Center-pivot Irrigation,67.8,57.0,57.1,7.42,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Drip Irrigation,96.5,68.1,45.8,7.42,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Surface Irrigation,91.2,60.4,49.2,6.27,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Drip Irrigation,91.1,52.4,47.7,6.83,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Garlic,Lateral Move Irrigation,54.1,47.7,38.8,6.61,Fertilizer plan for Garlic; adjust based on soil test and crop stage.
Ginger,Rotary Irrigation,98.0,55.6,76.5,6.5,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Surface Irrigation,105.9,69.1,68.2,6.29,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Center-pivot Irrigation,74.5,48.7,41.6,6.07,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Micro Irrigation,118.3,82.0,97.8,6.34,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Subsurface Textile Irrigation,110.5,40.1,87.2,6.04,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Flood Irrigation,101.6,72.5,63.7,5.82,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Rotary Irrigation,70.6,85.1,54.8,5.6,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Lateral Move Irrigation,106.5,52.2,50.5,6.63,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Sprinkler Irrigation,104.6,45.0,65.1,5.52,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Sprinkler Irrigation,125.9,75.9,70.5,6.08,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Drip Irrigation,132.3,69.1,70.0,6.62,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Surface Irrigation,73.0,75.3,78.7,6.33,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Subsurface Textile Irrigation,105.0,67.1,61.1,5.59,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Subsurface Textile Irrigation,71.0,47.9,64.9,5.52,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Lateral Move Irrigation,117.4,62.3,66.9,6.56,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Lateral Move Irrigation,75.8,64.4,46.9,5.88,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Center-pivot Irrigation,139.8,64.2,42.8,5.91,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Surface Irrigation,123.8,47.5,53.9,6.1,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Surface Irrigation,77.9,68.9,46.7,6.19,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Drip Irrigation,129.2,65.9,45.1,5.67,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Drip Irrigation,116.3,52.6,85.8,5.96,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Micro Irrigation,90.7,57.8,72.5,6.08,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Lateral Move Irrigation,94.7,88.0,72.6,5.76,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Sprinkler Irrigation,99.4,83.3,78.3,6.69,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Rotary Irrigation,116.6,80.1,97.8,6.12,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Subsurface Textile Irrigation,118.5,84.5,59.5,6.34,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Flood Irrigation,70.0,47.2,61.0,6.64,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Flood Irrigation,66.1,77.6,94.2,5.53,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Center-pivot Irrigation,84.2,81.6,76.5,5.64,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Drip Irrigation,101.7,42.5,66.5,6.04,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Surface Irrigation,110.9,46.2,97.6,6.64,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Sprinkler Irrigation,105.2,66.0,64.2,5.69,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Lateral Move Irrigation,114.7,87.4,76.9,6.42,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Surface Irrigation,109.8,55.3,42.0,6.17,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Micro Irrigation,110.4,72.1,41.9,5.81,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Flood Irrigation,119.1,72.7,90.3,6.19,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Micro Irrigation,116.2,61.1,87.1,6.16,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Subsurface Textile Irrigation,97.2,59.8,90.2,6.09,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Subsurface Textile Irrigation,123.5,82.7,53.8,6.8,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Sprinkler Irrigation,106.3,59.6,83.0,6.77,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Surface Irrigation,118.2,54.1,86.5,6.58,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Rotary Irrigation,85.2,60.7,95.5,6.23,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Sprinkler Irrigation,119.8,79.2,63.3,6.5,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Drip Irrigation,125.2,64.7,47.6,5.62,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Center-pivot Irrigation,123.6,78.2,65.2,5.63,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Rotary Irrigation,65.5,89.0,72.0,5.83,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Rotary Irrigation,130.6,45.7,54.9,6.41,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Rotary Irrigation,90.1,44.3,62.6,6.54,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Subsurface Textile Irrigation,72.2,80.6,74.6,6.52,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Drip Irrigation,137.4,58.4,47.2,6.47,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Center-pivot Irrigation,136.9,41.9,56.2,6.75,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Surface Irrigation,66.2,64.3,51.2,5.94,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Micro Irrigation,83.5,76.4,70.5,6.13,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Drip Irrigation,101.9,61.6,72.3,5.69,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Rotary Irrigation,97.2,40.1,85.3,5.55,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Drip Irrigation,106.8,82.8,42.9,5.92,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Lateral Move Irrigation,105.9,40.3,49.3,6.43,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Lateral Move Irrigation,107.8,78.7,77.9,5.69,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Micro Irrigation,85.0,69.1,54.4,6.13,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Lateral Move Irrigation,112.8,63.6,76.1,6.0,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Lateral Move Irrigation,103.2,69.1,75.7,6.64,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Center-pivot Irrigation,63.0,60.3,89.2,6.24,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Drip Irrigation,126.7,51.1,59.2,6.39,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Flood Irrigation,104.6,87.4,98.3,6.12,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Drip Irrigation,78.5,59.4,65.8,6.48,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Drip Irrigation,87.2,89.7,98.3,5.79,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Furrow Irrigation,73.5,55.8,77.4,5.79,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Micro Irrigation,60.1,43.5,96.5,6.15,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Subsurface Textile Irrigation,81.5,55.9,83.6,5.87,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Sprinkler Irrigation,132.7,69.3,53.5,6.12,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Lateral Move Irrigation,82.5,47.5,70.7,6.63,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Rotary Irrigation,110.1,81.6,68.9,6.59,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Center-pivot Irrigation,93.0,73.3,61.3,6.54,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Flood Irrigation,63.7,63.5,88.2,5.76,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Center-pivot Irrigation,65.1,71.0,56.4,6.69,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Sprinkler Irrigation,137.0,46.7,70.0,6.58,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Sprinkler Irrigation,124.7,41.9,71.3,5.84,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Furrow Irrigation,118.6,59.6,73.6,6.25,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Surface Irrigation,72.9,83.9,50.7,5.77,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Drip Irrigation,135.7,47.5,76.1,5.86,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Drip Irrigation,90.5,88.1,75.7,6.44,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Micro Irrigation,62.5,79.8,47.0,6.67,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Sprinkler Irrigation,120.7,58.1,51.6,5.72,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Surface Irrigation,118.5,58.0,41.1,6.35,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Micro Irrigation,60.3,65.2,80.1,5.81,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Furrow Irrigation,128.1,51.3,53.6,5.67,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Surface Irrigation,81.1,69.6,90.4,6.01,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Lateral Move Irrigation,124.1,87.0,60.4,6.32,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Drip Irrigation,81.0,58.9,80.5,6.52,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Flood Irrigation,109.1,63.5,80.6,6.79,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Center-pivot Irrigation,115.5,86.1,56.3,6.29,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Sprinkler Irrigation,117.9,83.7,95.4,5.62,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Lateral Move Irrigation,98.5,46.3,59.5,6.3,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Lateral Move Irrigation,63.3,79.0,97.9,6.58,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Flood Irrigation,97.5,51.6,46.3,5.82,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Lateral Move Irrigation,126.9,43.5,46.6,6.19,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Rotary Irrigation,123.0,59.0,79.7,5.5,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Rotary Irrigation,94.2,54.9,62.5,6.54,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Lateral Move Irrigation,131.3,84.1,68.1,5.95,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Ginger,Center-pivot Irrigation,105.2,51.1,54.3,6.69,Fertilizer plan for Ginger; adjust based on soil test and crop stage.
Groundnut,Drip Irrigation,56.3,45.7,45.8,6.83,Fertilizer plan for Groundnut; adjust based on soil test and crop stage.
Groundnut,Surface Irrigation,73.9,37.3,32.7,6.63,Fertilizer plan for Groundnut; adjust based on soil test and crop stage.
Groundnut,Subsurface Textile Irrigation,30.9,32.8,32.1,6.45,Fertilizer plan for Groundnut; adjust based on soil test and crop stage.
